"System","Order","YFP","CFP"
" IRES","CFP first",295.71,2206.3
" IRES","CFP first",402.62,2242.7
" IRES","CFP first",538.83,2266.1
" IRES","CFP first",468.41,2284.4
" IRES","CFP first",369.04,2292.6
" IRES","CFP first",520.7,2296
" IRES","CFP first",640.64,2302.8
" IRES","CFP first",345.68,2308.5
" IRES","CFP first",472.11,2316.8
" IRES","CFP first",511.82,2328.7
" IRES","CFP first",440.59,2329.3
" IRES","CFP first",349.57,2331.3
" IRES","CFP first",549.37,2335
" IRES","CFP first",450.93,2340.4
" IRES","CFP first",583.24,2344.4
" IRES","CFP first",606.09,2373.9
" IRES","CFP first",479.72,2393.6
" IRES","CFP first",421.21,2415.3
" IRES","CFP first",603.47,2417.6
" IRES","CFP first",581.66,2438
" IRES","CFP first",505.69,2454.3
" IRES","CFP first",488.58,2455.9
" IRES","CFP first",577.84,2503.4
" IRES","CFP first",743.27,2515.1
" IRES","CFP first",463.98,2532.8
" IRES","CFP first",565.4,2535.6
" IRES","CFP first",529.24,2554.2
" IRES","CFP first",588.04,2575.6
" IRES","CFP first",604.34,2579
" IRES","CFP first",637.17,2579.8
" IRES","CFP first",613.73,2648.5
" IRES","CFP first",556.72,2649.8
" IRES","CFP first",676.54,2663
" IRES","CFP first",604.23,2665.7
" IRES","CFP first",592.34,2669.9
" IRES","CFP first",542.26,2685.9
" IRES","CFP first",545.13,2693.4
" IRES","CFP first",680.73,2700.7
" IRES","CFP first",616.7,2701.3
" IRES","CFP first",613.44,2708.4
" IRES","CFP first",697.41,2710.4
" IRES","CFP first",514.97,2711.2
" IRES","CFP first",824.3,2716.6
" IRES","CFP first",564.58,2734.2
" IRES","CFP first",716.16,2744.1
" IRES","CFP first",346.47,2772.3
" IRES","CFP first",581.46,2781.3
" IRES","CFP first",564.77,2786.3
" IRES","CFP first",586.82,2828.2
" IRES","CFP first",625.48,2829.4
" IRES","CFP first",628.62,2829.8
" IRES","CFP first",606.37,2838.6
" IRES","CFP first",729.07,2839.1
" IRES","CFP first",617.79,2840.4
" IRES","CFP first",650.87,2864.8
" IRES","CFP first",694.41,2885.1
" IRES","CFP first",516.68,2902.5
" IRES","CFP first",509.94,2917.1
" IRES","CFP first",618.71,2932.9
" IRES","CFP first",775.2,2933.2
" IRES","CFP first",665.66,2949.7
" IRES","CFP first",901.88,2958.8
" IRES","CFP first",704.41,2961.1
" IRES","CFP first",530.72,2963
" IRES","CFP first",732.67,2968.3
" IRES","CFP first",600.48,2995.3
" IRES","CFP first",428.22,3003.9
" IRES","CFP first",626.35,3004.3
" IRES","CFP first",779.75,3010.4
" IRES","CFP first",581.6,3012.2
" IRES","CFP first",774.04,3027.7
" IRES","CFP first",742.78,3054.1
" IRES","CFP first",861.56,3059.6
" IRES","CFP first",719.21,3070.5
" IRES","CFP first",762.08,3078.7
" IRES","CFP first",758.2,3079.4
" IRES","CFP first",814.08,3101.6
" IRES","CFP first",767.55,3106.4
" IRES","CFP first",592.92,3106.5
" IRES","CFP first",662.95,3115.4
" IRES","CFP first",618.56,3116.9
" IRES","CFP first",648.12,3118.2
" IRES","CFP first",534.36,3125.2
" IRES","CFP first",706.42,3131.7
" IRES","CFP first",618.47,3132.1
" IRES","CFP first",574.45,3136.9
" IRES","CFP first",632.52,3137.4
" IRES","CFP first",844.6,3160.2
" IRES","CFP first",611.02,3188.9
" IRES","CFP first",767.09,3191.2
" IRES","CFP first",635.51,3231.5
" IRES","CFP first",795.42,3238.3
" IRES","CFP first",690.91,3242.8
" IRES","CFP first",915.71,3263.6
" IRES","CFP first",798.54,3270.3
" IRES","CFP first",813.06,3346.7
" IRES","CFP first",701.28,3348.9
" IRES","CFP first",795.61,3352.9
" IRES","CFP first",862.66,3360.3
" IRES","CFP first",648.36,3361.5
" IRES","CFP first",853.63,3372.6
" IRES","CFP first",580.21,3381.3
" IRES","CFP first",740.46,3448.8
" IRES","CFP first",810.08,3463.1
" IRES","CFP first",655.84,3468.3
" IRES","CFP first",689.54,3487.8
" IRES","CFP first",854.92,3498.6
" IRES","CFP first",721.98,3499.6
" IRES","CFP first",898.33,3517.2
" IRES","CFP first",761.81,3517.5
" IRES","CFP first",595.46,3540.3
" IRES","CFP first",730.62,3542.4
" IRES","CFP first",848.34,3557
" IRES","CFP first",837.94,3584.5
" IRES","CFP first",909.71,3585.7
" IRES","CFP first",712.8,3590.7
" IRES","CFP first",1103.3,3591.9
" IRES","CFP first",782.73,3592.8
" IRES","CFP first",872.29,3606.8
" IRES","CFP first",696.19,3611.3
" IRES","CFP first",840.39,3611.9
" IRES","CFP first",888.76,3616
" IRES","CFP first",880.3,3616.5
" IRES","CFP first",622.32,3635.5
" IRES","CFP first",754.92,3654.8
" IRES","CFP first",892.12,3657.2
" IRES","CFP first",951.66,3661.2
" IRES","CFP first",883.58,3666.8
" IRES","CFP first",845.57,3675.8
" IRES","CFP first",1091.4,3684.7
" IRES","CFP first",772.26,3709.2
" IRES","CFP first",874.39,3760.6
" IRES","CFP first",761.93,3761.3
" IRES","CFP first",933.38,3771
" IRES","CFP first",777.95,3782.3
" IRES","CFP first",929.78,3813.6
" IRES","CFP first",1163.7,3838.2
" IRES","CFP first",846.81,3885.1
" IRES","CFP first",704.39,3903.6
" IRES","CFP first",962.23,3934.7
" IRES","CFP first",956.99,3934.8
" IRES","CFP first",981.49,3941.8
" IRES","CFP first",750.94,3942.9
" IRES","CFP first",885.32,4015.5
" IRES","CFP first",936.71,4029.3
" IRES","CFP first",1017.1,4067.6
" IRES","CFP first",1032.8,4072.1
" IRES","CFP first",697.51,4089.4
" IRES","CFP first",754.64,4136.1
" IRES","CFP first",1230,4142.6
" IRES","CFP first",941.51,4152
" IRES","CFP first",888.26,4160.6
" IRES","CFP first",877.05,4179.1
" IRES","CFP first",1000.1,4189.1
" IRES","CFP first",797.17,4190
" IRES","CFP first",1029.4,4228
" IRES","CFP first",1017.1,4252.1
" IRES","CFP first",1207.7,4265
" IRES","CFP first",809.88,4341.3
" IRES","CFP first",899.94,4342.8
" IRES","CFP first",870.22,4362
" IRES","CFP first",798.5,4364.6
" IRES","CFP first",995.97,4374.6
" IRES","CFP first",991.02,4393.6
" IRES","CFP first",1039.9,4449.5
" IRES","CFP first",1056.7,4453.6
" IRES","CFP first",1040.7,4455.4
" IRES","CFP first",997.25,4460.9
" IRES","CFP first",1052.9,4481.7
" IRES","CFP first",671.28,4544.7
" IRES","CFP first",1082.8,4580.1
" IRES","CFP first",1004,4585.9
" IRES","CFP first",1069.1,4608.3
" IRES","CFP first",812.06,4612.3
" IRES","CFP first",852.79,4626.6
" IRES","CFP first",1042.1,4647.6
" IRES","CFP first",967.06,4673.2
" IRES","CFP first",1196.1,4709.3
" IRES","CFP first",1020.6,4712.4
" IRES","CFP first",1237.5,4715.6
" IRES","CFP first",1132.9,4751.3
" IRES","CFP first",1136.3,4774.7
" IRES","CFP first",1135.2,4794.4
" IRES","CFP first",1241,4801.2
" IRES","CFP first",1111.2,4808.6
" IRES","CFP first",944.06,4902.8
" IRES","CFP first",1231.2,4913.1
" IRES","CFP first",1153.9,4918.9
" IRES","CFP first",1035.9,4941.4
" IRES","CFP first",1269.8,4941.9
" IRES","CFP first",719.37,4990.3
" IRES","CFP first",1121.2,5034.2
" IRES","CFP first",1267.3,5090.4
" IRES","CFP first",1200.2,5138.4
" IRES","CFP first",1240.8,5151.3
" IRES","CFP first",1325.2,5171.8
" IRES","CFP first",1042.6,5180.1
" IRES","CFP first",1148.4,5221.4
" IRES","CFP first",1254.9,5259.5
" IRES","CFP first",814.54,5325.8
" IRES","CFP first",1116.9,5345.2
" IRES","CFP first",1003.9,5397.5
" IRES","CFP first",1374.5,5496.4
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
" IRES","CFP first",NA,NA
